ObjectID,GlobalID,WoodyModule,WoodySpecies,DiameterClassRange,Count,ParentGlobalID,CreationDate,Creator,EditDate,Editor,WoodySiteName,Shrub Clump,D0to1,D1to2_5,D2_5to5,D5to10,D10to15,D15to20,D20to25,D25to30,D30to35,D35to40,Dgt40,Dgt40_1,Dgt40_2,Dgt40_3,Dgt40_4,Dgt40_5
584,03420a14-315b-4078-a463-7c685d6d9fd9,6,Quercus imbricaria,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,,,,,,,1,,1,,,,,,,
585,2b7c2705-b0db-4759-9e90-b359700180ed,6,Platanus occidentalis,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,,,,2,,1,,,1,,1,50,,,,
586,edd1b66c-b780-46f4-a314-3ab8d8d38ea9,7,Viburnum lentago,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,,,,,1,,,,,,,,,,,
587,9226847c-35e6-4b48-9b57-d35cb56c30c8,7,Rosa multiflora,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,25,3,5,,,,,,,,,,,,,,
588,9fa98e11-7871-4b3b-b04f-e5c55e7540da,7,Carpinus caroliniana,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,1,,,,,,,,,,,,,,,
589,7c9c6dc1-d08a-4978-bb40-d22f067581c7,7,Lonicera maackii,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,2,1,2,,,,,,,,,,,,,,
590,fa05e42e-0bf2-49f9-b1a1-ffee243d6359,7,Fraxinus pennsylvanica,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,4,,,,,,,,,,,,,,,
591,69a4f3ec-2d7f-41b2-991b-80d2f12ba2cb,7,Ligustrum vulgare,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,2,,3,,,,,,,,,,,,,,
592,d2692b6b-df16-400d-9591-1b4635f7c3f7,7,Lonicera morrowii,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,3,,,,,,,,,,,,,,,,
593,b795a8a9-ef82-4dca-af95-7deef584e4ae,7,Crataegus coccinea,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,,,,1,,,,,,,,,,,,
594,41fa3eaf-7bc9-4a65-8585-6a84ce8a2b38,7,Cornus racemosa,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,1,3,,1,,,,,,,,,,,,,
595,622cc115-9c4a-4665-a1b5-d99996578b19,7,Aesculus glabra,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,,,,1,1,,,,,,,,,,,
596,4a07bfbf-e121-40ba-a5f4-aee0c03958c1,7,Celastrus orbiculatus,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,2,,,,,,,,,,,,,,,
597,ac0da222-1ddf-4c64-8767-54be58fedd32,7,Malus toringo,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,1,,,,,,,,,,,,,,,
598,d49db6cb-660d-4d03-b9f0-5452926cacc5,7,Ligustrum vulgare,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,3,,1,,,,,,,,,,,,,,
599,891204df-f01e-4820-8576-3dfa57a41ee0,8,Fraxinus pennsylvanica,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,3,,,,,,,,,,,,,,,
600,3f9c151e-2a42-43ce-bdc2-acba21aa06d8,8,Rosa multiflora,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,4,2,,,,,,,,,,,,,,,
601,1bc0fcc7-6972-4b32-9572-345a65c4607c,8,Cornus racemosa,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,2,,,,,,,,,,,,,,,
602,05feafa0-c0d1-44eb-9067-a8d7cae062ed,8,Rubus occidentalis,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,2,,,,,,,,,,,,,,,
603,2e3bf4d7-7bb2-48ae-9eea-9ef55bc35130,8,Carpinus caroliniana,,,67285692-60c5-4c3a-9c02-4f03cab068ad,8/25/2023 18:32,dmarcum@nps.gov_nps,8/25/2023 18:32,dmarcum@nps.gov_nps,365BM6,,1,,,,,,,,,,,,,,,
604,c0bab8c2-2438-4b1c-a16c-bbe7043c7843,1,Acer saccharum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
605,dcd2a28d-1b0c-47c0-97c8-dc7c30cc2ca3,1,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
606,95bed8ee-b021-4c64-a02b-c7e67c98dc27,1,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,,,,,1,1,,,,,,
607,7c06d680-cd42-4d0c-aa4c-76b6b8da3e04,2,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,2,2,2,1,,,,,,,,,
608,d3cf9039-35c8-4ef6-b1cc-7ebac5336eb5,2,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,2,,,,,,,,,,,,
609,5aa1579c-4b7f-4a9a-afb1-69eaf98b81cd,2,Ulmus americana,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,,,1,41.4,,,,
610,fff91980-2f00-4a35-b94c-7f1f6676b45b,2,Cephalanthus occidentalis,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,7,,,,,,,,,,,,,,,,
611,a0e6f10c-b795-4dd7-98f5-9c4f9549d559,3,Cephalanthus occidentalis,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,4,,,,,,,,,,,,,,,,
612,55cfd1c5-746d-45de-b3e3-a1d85aa2d622,3,Quercus bicolor,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,1,,,,1,,,,,,
613,8a87e2c9-e067-4cdd-865f-416ac2c48eab,3,Ulmus americana,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,,,,,,,,,,,,
614,6132b259-5717-4392-b5d6-b0f76d34535e,3,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,2,,,,,,,,,,
615,dc20e6f7-4e82-4571-a737-08cf51c328df,3,Quercus palustris,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,,,1,53.1,,,,
616,99006ded-d957-4f06-b26f-83018934259d,3,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,2,,,,1,1,41,,,,
617,2ad42c60-aa1f-4773-aa4f-3571b55cb8d8,4,Carpinus caroliniana,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,,,,,,,,,,,,
618,bb4c259b-5ba6-459c-8b80-069da60238bc,4,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,2,3,,,1,,,,,,,
619,94762440-d2ec-4918-ab00-449218fdc5df,4,Carya tomentosa,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,,1,,,,,,
620,1e4b6684-9de2-475e-8547-4221a799f15a,4,Carya ovata,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,,,1,42.9,,,,
621,10e6cc61-c647-4f6d-b3da-6c0d921bb822,4,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,1,,,,,,,,,,,,,
622,f510a304-9dfd-4803-b7e9-1c75b59ad215,5,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,1,1,,,,,,,,
623,67103a42-0d72-410f-a14f-fc1fa06215fb,5,Rosa multiflora,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,1,1,,,,,,,,,,,,,,,
624,bdf94a70-00b8-4540-bc60-6a176171bf66,5,Carya ovata,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,,1,,,,,,
625,826829c8-d6e7-45aa-b98e-97557582df25,5,Acer saccharum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,1,,,,,1,,,,,,
626,831816d0-c81d-4e0c-a9ac-fa48212bed60,5,Smilax rotundifolia,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,3,,,,,,,,,,,,,,,
627,46d9e700-b9af-482d-8ddb-9bce67243f38,5,Ulmus americana,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,1,,,,,,,
628,63159b58-cb5d-4552-96ce-6c6f92cd8fba,5,Ostrya virginiana,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
629,a2b7b55c-36c3-4453-addc-ba6a127dc03e,6,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,,,1,67.1,,,,
630,c078f879-7f8b-4368-8562-c5c3caca4375,6,Quercus palustris,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,,,,1,60.4,,,,
631,40fa5496-e564-4617-9688-0b56534ebaeb,6,Fagus grandifolia,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,1,,,,,,,,,,,,,,,,
632,d2910c54-5a66-49b9-a747-3c2d440a5f05,6,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,,,,,,,,,,,,
633,914b19fd-175e-4efb-9561-d78048f0bf7e,7,Sassafras albidum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
634,5c550177-8cd7-4774-af9b-1ab428470ad9,7,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,2,2,,,,,,,,,,,,,
635,c3ce6a40-248d-4496-b69f-3c52102917ad,7,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,,,,,,,,,,,,
636,4402b038-f243-44a7-93b3-72aa1e165ac6,7,Quercus bicolor,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,1,,,,,,,,
637,858d7b5d-c09b-48af-bcf9-9cc53823d95a,7,Quercus palustris,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,,1,,,,,,,,
638,26029c9d-c18e-4267-9d65-aac98846b080,7,Cephalanthus occidentalis,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,27,,3,3,,,,,,,,,,,,,
639,1ff0a306-81fe-432e-9d82-8028d7830453,8,Cephalanthus occidentalis,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,64,,3,6,2,,,,,,,,,,,,
640,2f2fc612-7e3b-446e-94c0-d0f8911ca5bd,8,Quercus bicolor,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,2,,,,,1,,1,1,,,,,,,,
641,4e9b76fd-3f94-45c8-b8fa-d415667880c6,8,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,1,2,1,,,,,,,,,,,,
642,a64158a7-a06f-4a58-a83b-f5e88edb7c1f,8,Ulmus americana,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,1,,,,,,,,,,,,,,
643,7d924b07-40c3-4de1-bcc2-1c77746555b7,8,Quercus palustris,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
644,85c00323-cb26-429c-ae73-e17d5803745c,8,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
645,b7397e24-54ef-411e-af1b-559be7587b8e,8,Fagus grandifolia,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,,,,,,,,,,,,
646,bd79f11e-cfcc-4c58-a7d0-6a2ed6ffb749,9,Cephalanthus occidentalis,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,105,,6,,,,,,,,,,,,,,
647,1649a7cc-230d-4ba0-bd15-79eaa189230e,9,Quercus bicolor,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,1,,,,,,,,,,,,
648,3412b3f7-d6b6-4888-b1da-7337f9946e93,9,Populus heterophylla,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,11,6,,,,,,,,,,,,,,
649,a2bfa289-94ef-4d22-9264-cb559e8ec528,9,Standing dead,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,2,,,,2,,,,,,,,,,
650,933e9333-7496-4524-b426-338747eb6e14,9,Rubus pensilvanicus,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,2,,,,,,,,,,,,,,,,
651,e2b0c23e-b56f-470a-877a-b15d6feae076,10,Cephalanthus occidentalis,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,5,,,,,,,,,,,,,,,,
652,2246dcd9-4a3a-45a7-8265-c1c3f62f002c,10,Quercus bicolor,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,,1,,,,1,67.8,,,,
653,d84e45b6-f2c9-438a-9842-b595da939534,10,Acer rubrum,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,,1,1,1,,,,,,,,
654,c87df542-956d-4655-bda1-8b928ddf382c,10,Fagus grandifolia,,,184e9989-35a3-4527-bbb1-87adcc0b4d88,9/5/2023 14:38,dmarcum@nps.gov_nps,9/5/2023 14:38,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
655,eb482147-f256-48de-ac4f-562bfd2015e1,1,Salix nigra,,,cd609cfa-61f3-4229-8e0b-5e9867367d52,9/5/2023 17:39,dmarcum@nps.gov_nps,9/5/2023 17:39,dmarcum@nps.gov_nps,683,,,,,,1,,,,,,,,,,,
656,f1f54e00-119d-4249-a1d5-27cf95f4b5ce,2,Rosa multiflora,,,cd609cfa-61f3-4229-8e0b-5e9867367d52,9/5/2023 17:39,dmarcum@nps.gov_nps,9/5/2023 17:39,dmarcum@nps.gov_nps,398,1,1,,,,,,,,,,,,,,,
657,c9b70e98-7b04-4d17-9456-56e3f0b254f9,2,Standing dead,,,cd609cfa-61f3-4229-8e0b-5e9867367d52,9/5/2023 17:39,dmarcum@nps.gov_nps,9/5/2023 17:39,dmarcum@nps.gov_nps,398,1,,,,,,,,,,,,,,,,
658,66c02b4d-e235-444a-bb37-5945de54051f,2,Carpinus caroliniana,,,cd609cfa-61f3-4229-8e0b-5e9867367d52,9/5/2023 17:39,dmarcum@nps.gov_nps,9/5/2023 17:39,dmarcum@nps.gov_nps,398,,,1,,,,,,,,,,,,,,
659,6c98ec03-0825-451e-a6a6-7cc592a73a36,2,Salix amygdaloides,,,cd609cfa-61f3-4229-8e0b-5e9867367d52,9/5/2023 17:39,dmarcum@nps.gov_nps,9/5/2023 17:39,dmarcum@nps.gov_nps,398,,,2,,,,,,,,,,,,,,
660,a3286a26-fe6d-4dc1-be60-1bb0e24a5d51,3,Salix nigra,,,cd609cfa-61f3-4229-8e0b-5e9867367d52,9/5/2023 17:39,dmarcum@nps.gov_nps,9/5/2023 17:39,dmarcum@nps.gov_nps,398,,,,,1,,,,,,,,,,,,
661,c849f378-0c2b-44e0-8420-68721e851964,4,Standing dead,,,cd609cfa-61f3-4229-8e0b-5e9867367d52,9/5/2023 17:39,dmarcum@nps.gov_nps,9/5/2023 17:39,dmarcum@nps.gov_nps,398,,,1,,1,,,,,,,,,,,,
662,077f4312-6bdb-458a-b7e2-f24dc3a54cd4,1,Cornus drummondii,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,56,4,1,,,,,,,,,,,,,
663,695b0116-d699-436e-9892-d5847a930d8c,1,Fraxinus pennsylvanica,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,107,9,,,,,,,,,,,,,,
664,5f756ef4-6d5c-41e0-b549-15c250901243,1,Rhamnus frangula,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,36,10,,,,,,,,,,,,,,
665,57515e45-dbd4-4e80-9282-853e01254f78,1,Populus deltoides,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,,,,,,,,1,2,1,1,42.5,,,,
666,4e7f13e0-3ee8-4153-ba70-42d9e4f3692e,1,Viburnum lentago,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,1,,,,,,,,,,,,,,,
667,885a8e89-4f3f-480a-8a1f-0dbdec9f732f,1,Ulmus americana,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,,,1,2,1,1,,,,,,,,,,
668,c9325623-820c-4acd-8da5-0b8ad4a5f861,1,Cornus racemosa,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,5,,,,,,,,,,,,,,,
669,3b52e8c1-7ac9-47c9-9f60-e9094026fa03,1,Rosa multiflora,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,3,6,1,,,,,,,,,,,,,,
670,eeecf476-c8a9-4327-810c-5cab3e54d1f4,1,Rosa multiflora,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,3,6,1,,,,,,,,,,,,,,
671,20a79483-a7a0-4bd3-8c26-63e7a09c9dd8,1,Standing dead,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,2,2,,,1,,,1,,,,,,,,
672,bdd30140-6b11-4b8c-bed6-cadef44871a1,1,Platanus occidentalis,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,,,,,,1,,,,,,,,,,
673,01ea983d-99e9-479f-952a-b84ce9f382e5,1,Lindera benzoin,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,2,,,,,,,,1,,,,,,,
674,789f2b07-e4a5-4795-ae00-3c375dfbed56,1,Ligustrum vulgare,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,2,,,,,,,,,,,,,,,
675,cd253dd5-e124-4a30-a769-36f88be04592,1,Toxicodendron radicans,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,2,,,,,,,,,,,,,,,
676,d2046f54-8afa-4407-8da1-8a15f886b5c6,1,Parthenocissus quinquefolia,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,1,,,,,,,,,,,,,,,
677,64dec09f-a849-47c1-a766-7f36b65f3247,1,Carya ovata,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,1,,,,,,,,,,,,,,,
678,43e730e6-99f4-4a01-82e2-51b383b6aece,2,Fraxinus pennsylvanica,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,100,5,,,,,,,,,,,,,,
679,37544671-d441-4c21-a0d3-5ff598a224fc,2,Cornus drummondii,,,1d2e4dd7-3699-4746-971e-59337e21bd69,9/6/2023 18:05,dmarcum@nps.gov_nps,9/6/2023 18:05,dmarcum@nps.gov_nps,526SB2,,77,1,,1,,,,,,,,,,,,
