EventID,LocationID,FeatureID,Species,VoucherNo,ModNo,CovCode,Comments
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Cicuta maculata,,8,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Ligustrum vulgare,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Iris sp.,,9,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Ranunculus hispidus var. nitidus,,2,2,Ranunculus septentrionalis
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Carex stipata,,3,9,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Ulmus americana,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Boehmeria cylindrica,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Salix exigua,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Pilea pumila,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Symphyotrichum lanceolatum,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Fraxinus pennsylvanica,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Fraxinus nigra,,2,4,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Chelone glabra,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Rosa multiflora,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Lindera benzoin,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Microstegium vimineum,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Plantago major,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Toxicodendron radicans,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Toxicodendron radicans,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Cinna arundinacea,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Leersia virginica,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Symphyotrichum lateriflorum,,2,3,Hairs
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Equisetum arvense,,2,8,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Leersia oryzoides,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Lycopus uniflorus,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Carex stipata,,2,7,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Impatiens capensis,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Phragmites australis ssp. Australis,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Scutellaria lateriflora,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Lysimachia nummularia,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Glyceria striata,,2,8,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Circaea lutetiana,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Typha x glauca,,3,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Scirpus polyphyllus,,3,4,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Microstegium vimineum,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Galium triflorum,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Pedicularis lanceolata,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Cornus racemosa,,3,2,Foemina
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Cicuta maculata,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Senecio aureus,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Solidago rugosa,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Ulmus americana,,3,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Fraxinus nigra,,3,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Fraxinus pennsylvanica,,3,5,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Salix amygdaloides,,3,2,Salix amygdaloides
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Lysimachia nummularia,,3,8,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Impatiens capensis,,3,4,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Symphyotrichum prenanthoides,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Scutellaria lateriflora,,3,5,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Lycopus uniflorus,,3,5,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Ranunculus hispidus var. nitidus,,3,2,Ranunculus septentrionalis
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Asclepias incarnata,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Lindera benzoin,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Leersia oryzoides,,3,4,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Sparganium eurycarpum,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Mentha arvensis,,3,7,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Elymus virginicus,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Cinna arundinacea,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Symphyotrichum lanceolatum,,3,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Symphyotrichum lateriflorum,,3,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Carex gracillima,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Rosa multiflora,,3,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,526SB3,Iris pseudacorus,,3,3,
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Phragmites australis subsp. Australis,,2,10,
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Phragmites australis subsp. Australis,,1,10,
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Solanum dulcamara,,2,1,
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Dicot sp.,,2,1,Dicot sp(likely acer rubrum)
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Phragmites australis subsp. Australis,,3,10,
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Dicot sp. 2,,3,1,Dicot 2 cotyledon
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Impatiens sp.,,3,1,
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Dicot sp. 1,,3,1,Dicot 1
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Phragmites australis subsp. Australis,,4,10,
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Dicot sp. 1,,10,1,Dicot 1
CUVAWetlnd2023Jun29,CUVAWetlnd140,968PV968,Celastrus orbiculatus,,3,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Cicuta bulbifera,,2,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Agrostic gigantea,,3,5,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Galium asprellum,,3,7,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Asclepias syriaca,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Apocynum cannabinum,,3,4,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Solidago altissima,,3,6,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Solidago gigantea,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Salix exigua,,3,6,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Vitis riparia,,2,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Phalaris arundinacea,,3,7,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex vulpinoidea,,3,6,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Leersia oryzoides,,2,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Fraxinus pennsylvanica,,2,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Cornus obliqua,,2,2,Cornus obliqua
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Geum laciniatum,,2,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Rosa multiflora,,2,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Trifolium pratense,,2,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Epilobium coloratum,,4,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Lysimachia nummularia,,3,9,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Toxicodendron radicans,,4,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Lycopus americanus,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Ulmus americana,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Juncus tenuis,,4,5,Vouchered
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex cristatella,,4,5,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Gleditsia triacanthos,,4,1,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Agrostis stolonifera,,1,6,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Teucrium canadense,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Poa pratensis,,3,6,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Poa pratensis,,4,6,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex festucacea,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Elymus sp.,,4,1,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Phalaris arundinacea,,1,6,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Vernonia gigantea,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Geum laciniatum,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Teucrium canadense,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Rosa multiflora,,3,4,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex cristatella,,3,4,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Asclepias incarnata,,2,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Rhamnus frangula,,4,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex granularis,,4,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Geum laciniatum,,1,2,Laciniatum?
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Toxicodendron radicans,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Iris pseudacorus,,1,3,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Apocynum cannabinum,,1,3,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Scutellaria lateriflora,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Galium asprellum,,1,6,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Lysimachia nummularia,,1,8,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Iris pseudacorus,,2,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Juncus acuminatus,,4,2,Vouchered
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Ulmus americana,,1,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Geum laciniatum,,4,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Cornus obliqua,,4,2,Cornus obliqua
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex festucacea,,4,2,Vouchered
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Agrostic gigantea,,4,4,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Salix exigua,,1,8,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Carex vulpinoidea,,1,6,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Carex cristatella,,1,4,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Lathyrus latifolius,,4,3,Lathyrus latifolius
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Solidago altissima,,4,5,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Epilobium parviflorum,,2,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Cirsium arvense,,2,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Carex vulpinoidea,,2,4,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Carex cristatella,,2,4,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Galium asprellum,,2,7,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Lysimachia nummularia,,2,9,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Apocynum cannabinum,,2,4,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Asclepias incarnata,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Phalaris arundinacea,,2,8,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Cornus obliqua,,1,3,Cornus obliqua (x amomum?)
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Rumex orbiculatus,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Rosa multiflora,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Vitis riparia,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Lythrum salicaria,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Cirsium arvense,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Myosotis scorpioides,,1,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Fraxinus pennsylvanica,,1,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Symphyotrichum lateriflorum,,4,2,
CUVAWetlnd2023Jun27,CUVAWetlnd141,969,Salix exigua,,2,7,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Agrostis stolonifera,,3,6,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Phalaris arundinacea,,4,6,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Salix exigua,,4,7,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Crataegus sp.,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Allium canadense,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Agrostis stolonifera,,4,5,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Euthamia graminifolia,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Euthamia graminifolia,,4,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Rosa multiflora,,4,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Vitis riparia,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Symphyotrichum lateriflorum,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Iris pseudacorus,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex sp. 1,,3,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Fraxinus pennsylvanica,,3,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Lythrum salicaria,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Lycopus americanus,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Cirsium arvense,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Vicia tetrasperma,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Parthenocissus quinquefolia,,3,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Rosa setigera,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Fraxinus pennsylvanica,,4,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Vernonia gigantea,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Apocynum cannabinum,,4,4,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Iris pseudacorus,,4,4,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Cirsium arvense,,4,4,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Epilobium coloratum,,3,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Torilis japonica,,4,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Carex vulpinoidea,,4,7,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Asclepias incarnata,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Myosotis laxa,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Myosotis scorpioides,,4,2,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Galium asprellum,,4,8,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Elymus sp.,,3,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Toxicodendron radicans,,3,3,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Vicia tetrasperma,,4,4,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Zizia aurea,,4,1,
CUVAWetlnd2023Jun28,CUVAWetlnd141,969,Lysimachia nummularia,,4,6,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Cardamine sp.,,8,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Toxicodendron radicans,,2,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Scutellaria lateriflora,,3,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Scutellaria lateriflora,,2,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Polygonum persicaria,,3,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Acer x freemanii,,3,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Acer saccharinum,,3,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Leersia virginica,,3,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Elymus virginicus,,8,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Phalaris arundinacea,,8,5,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Boehmeria cylindrica,,8,6,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Toxicodendron radicans,,3,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Parthenocissus quinquefolia,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Agrostis stolonifera,,8,5,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Taraxacum officinale,,8,1,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Scutellaria lateriflora,,8,4,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Toxicodendron radicans,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Polygonum sp.,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Acer x freemanii,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Acer saccharinum,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Polygonum persicaria,,2,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Chelone glabra,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Polygonum persicaria,,8,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Geum canadense,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Leersia virginica,,8,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Scutellaria lateriflora,,9,5,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Acer saccharinum,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Acer x freemanii,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Cinna arundinacea,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Phalaris arundinacea,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Fraxinus pennsylvanica,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Carya cordiformis,,9,1,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Carex intumescens,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Toxicodendron radicans,,9,3,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Leersia virginica,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Polygonum sp.,,9,1,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Glyceria striata,,9,5,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Senecio glabellus,,9,1,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Leersia virginica,,2,1,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Lysimachia nummularia,,9,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Acer x freemanii,,2,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Boehmeria cylindrica,,9,7,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Lysimachia nummularia,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Carex sp. 1,,8,1,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Glechoma hederacea,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Ulmus americana,,8,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Boehmeria cylindrica,,2,6,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Boehmeria cylindrica,,3,5,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Populus deltoides,,2,8,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Fraxinus pennsylvanica,,2,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Menispermum candense,,2,1,Moonseed
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Lysimachia nummularia,,2,2,
CUVAWetlnd2023Jul10,CUVAWetlnd142,970PV,Cardamine sp.,,9,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Rumex obtusifolius,,2,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Celastrus orbiculatus,,8,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Artemisia sp.,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Plantago major,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Erechtites hieracifolia,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Dipsacus fullonum,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Dicot sp.,,2,1,Dicot sp.
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Daucus carota,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Chenopodium sp.,,2,2,Chenopodium sp.
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Ranunculus sp.,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Phalaris arundinacea,,3,10,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Cardamine sp.,,3,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Myosotis scorpioides,,2,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Phalaris arundinacea,,8,10,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Equisetum arvense,,8,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Polygonum persicaria,,8,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Equisetum arvense,,3,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Polygonum persicaria,,2,3,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Impatiens sp.,,8,4,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Phalaris arundinacea,,9,10,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Pilea pumila,,9,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Iris pseudacorus,,9,3,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Onoclea sensibilis,,9,3,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Dicot sp.,,9,1,Seedling
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Equisetum arvense,,9,4,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Impatiens sp.,,9,5,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Impatiens sp.,,3,5,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Impatiens sp.,,2,5,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Equisetum arvense,,2,3,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Polygonum persicaria,,3,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Phalaris arundinacea,,2,10,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Bidens sp 1,,2,2,3 to 5 leaflets
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Rosa multiflora,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Amphicarpaea bracteata,,2,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Leersia virginica,,2,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Glechoma hederacea,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Oxalis stricta,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Cryptotaenia canadensis,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Pilea pumila,,2,2,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Geum sp.,,2,1,
CUVAWetlnd2023Jul06,CUVAWetlnd143,1043,Alliaria petiolata,,2,1,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Phalaris arundinacea,,3,8,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Typha latifolia,,3,3,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Monocot sp.,,3,2,Monocot sp
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Dicot sp.,,3,3,Dicot sp.
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Typha x glauca,,3,6,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Phragmites australis subsp. Australis,,3,6,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Erechtites hieracifolia,,3,1,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Scutellaria lateriflora,,3,2,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Phragmites australis subsp. Australis,,9,9,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Typha angustifolia,,3,6,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Salix exigua,,3,6,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Phragmites australis subsp. Australis,,8,5,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Phalaris arundinacea,,8,9,
CUVAWetlnd2023Jul07,CUVAWetlnd144,1047,Typha angustifolia,,8,5,
