VIBI_Woody_ID,EventID,LocationID,FeatureID,Module_No,Scientific_Name,DiamID,Count
7586,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,1,Rosa multiflora,C0,1
7587,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,1,Rosa multiflora,C1,1
7588,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,1,Ligustrum vulgare,C0,1
7589,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,1,Fraxinus pennsylvanica,C4,1
7590,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,1,Aesculus glabra,C4,1
7591,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,2,Populus deltoides,BIG,1
7592,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,2,Toxicodendron radicans,C0,1
7593,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,2,Toxicodendron radicans,C3,2
7594,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,2,Fraxinus pennsylvanica,C4,2
7595,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,2,Standing dead,C3,3
7596,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,2,Standing dead,C4,2
7597,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Ligustrum vulgare,C0,3
7598,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Aesculus glabra,C4,1
7599,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Rosa multiflora,C0,4
7600,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Rosa multiflora,C1,2
7601,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Standing dead,C4,3
7602,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Standing dead,C5,1
7603,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Parthenocissus quinquefolia,C1,1
7604,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Ligustrum vulgare,C0,5
7605,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Ligustrum vulgare,C3,1
7606,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Ulmus americana,C4,1
7607,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Ulmus americana,C5,1
7608,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Vitis riparia,C1,1
7609,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Standing dead,C1,1
7610,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Standing dead,C4,1
7611,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Rosa multiflora,C0,14
7612,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,4,Rosa multiflora,C1,2
7613,CUVAWetlnd2018Sep12,CUVAWetlnd148,977FP3,3,Crataegus sp.,C0,1
7615,CUVAWetlnd2018Sep14,CUVAWetlnd147,977FP2,2,Ulmus americana,C4,1
7616,CUVAWetlnd2018Sep14,CUVAWetlnd147,977FP2,3,Standing dead,C5,1
7617,CUVAWetlnd2018Sep14,CUVAWetlnd147,977FP2,3,Ulmus americana,C6,1
7618,CUVAWetlnd2018Sep14,CUVAWetlnd147,977FP2,3,Ulmus americana,C8,1
7619,CUVAWetlnd2018Sep14,CUVAWetlnd147,977FP2,3,Salix nigra,C0,1
7621,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Ligustrum vulgare,C0,68
7622,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Ligustrum vulgare,C1,8
7623,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Ligustrum vulgare,C2,9
7624,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Ligustrum vulgare,C3,5
7625,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Rosa multiflora,C0,2
7626,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Rosa multiflora,C1,6
7627,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Vitis riparia,C2,1
7628,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Fraxinus americana,C3,1
7629,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Standing dead,C0,1
7630,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Standing dead,C5,1
7631,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Rosa setigera,C0,1
7632,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Rosa setigera,C2,3
7633,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Crataegus punctata,C3,1
7634,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Crataegus punctata,C4,1
7635,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,1,Crataegus punctata,C5,1
7636,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Crataegus mollis,C2,1
7637,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Crataegus mollis,C4,1
7638,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Acer saccharinum,BIG,1
7639,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Ligustrum vulgare,C0,41
7640,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Ligustrum vulgare,C1,36
7641,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Ligustrum vulgare,C2,10
7642,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Ligustrum vulgare,C3,2
7643,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Rosa multiflora,C0,1
7644,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Rosa multiflora,C2,1
7645,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Fraxinus pennsylvanica,C0,1
7646,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Fraxinus pennsylvanica,C1,1
7647,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Acer saccharum,C3,4
7648,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Acer saccharum,C4,5
7649,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Acer saccharum,C5,3
7650,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Acer saccharum,C6,4
7651,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Toxicodendron radicans,C1,1
7652,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Rosa setigera,C0,5
7653,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,2,Rosa setigera,C2,3
7655,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Crataegus mollis,C4,2
7656,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Crataegus mollis,C5,1
7657,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Acer saccharum,C3,1
7658,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Acer saccharum,C4,2
7659,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Acer saccharum,C7,1
7660,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Parthenocissus quinquefolia,C2,1
7661,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Ligustrum vulgare,C0,44
7662,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Ligustrum vulgare,C1,11
7663,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Ligustrum vulgare,C2,9
7664,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Ligustrum vulgare,C3,2
7665,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Rosa multiflora,C0,5
7666,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Rosa multiflora,C2,2
7667,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Fraxinus pennsylvanica,C1,7
7668,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Crataegus punctata,C5,1
7669,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Ulmus americana,C6,1
7670,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Rosa setigera,C0,2
7671,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Standing dead,C3,2
7672,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,3,Rhamnus frangula,C1,1
7673,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Platanus occidentalis,BIG,1
7674,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Fraxinus pennsylvanica,C2,1
7675,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Fraxinus pennsylvanica,C4,1
7676,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Rosa multiflora,C0,14
7677,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Rosa multiflora,C1,2
7678,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Rosa multiflora,C2,6
7679,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Ulmus americana,C6,1
7680,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Ulmus americana,C7,1
7681,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Parthenocissus quinquefolia,C1,1
7682,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Standing dead,C2,1
7683,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Ligustrum vulgare,C0,31
7684,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Ligustrum vulgare,C1,12
7685,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,4,Ligustrum vulgare,C2,4
7686,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Acer rubrum,BIG,1
7687,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Acer saccharum,C5,1
7688,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Ulmus americana,C5,1
7690,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Rosa multiflora,C0,11
7691,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Rosa multiflora,C1,3
7692,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Ligustrum vulgare,C0,41
7693,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Ligustrum vulgare,C1,12
7694,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Ligustrum vulgare,C2,9
7695,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,5,Ligustrum vulgare,C3,2
7696,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Ligustrum vulgare,C0,17
7697,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Ligustrum vulgare,C1,1
7698,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Ligustrum vulgare,C2,3
7699,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Standing dead,C7,1
7700,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Standing dead,C0,1
7701,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Ulmus americana,C5,2
7702,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Acer saccharum,C5,1
7703,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Rosa multiflora,C0,8
7704,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Rosa multiflora,C1,3
7705,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,6,Rosa multiflora,C2,2
7706,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Standing dead,C4,1
7707,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Standing dead,C6,1
7708,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Acer rubrum,C6,1
7709,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Vitis riparia,C1,1
7710,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Vitis riparia,C3,1
7711,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Rosa multiflora,C0,9
7712,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Rosa multiflora,C1,5
7713,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Ligustrum vulgare,C0,42
7714,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Ligustrum vulgare,C1,4
7715,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Ligustrum vulgare,C2,3
7716,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,7,Ligustrum vulgare,C3,2
7717,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Crataegus punctata,C3,2
7718,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Crataegus punctata,C4,3
7719,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Crataegus punctata,C5,2
7720,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Malus pumila,C4,2
7721,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Crataegus mollis,C3,2
7722,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Crataegus mollis,C4,1
7723,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Crataegus mollis,C5,1
7724,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Standing dead,C4,5
7725,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Standing dead,C5,1
7726,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Toxicodendron radicans,C1,1
7727,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Toxicodendron radicans,C3,1
7728,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Acer saccharum,C4,1
7729,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Ligustrum vulgare,C0,60
7730,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Ligustrum vulgare,C1,14
7731,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Ligustrum vulgare,C2,4
7732,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Rosa multiflora,C0,1
7733,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,8,Rosa multiflora,C1,1
7734,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Crataegus mollis,C4,2
7735,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Crataegus mollis,C5,2
7736,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Fraxinus pennsylvanica,C4,1
7737,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Standing dead,C0,1
7738,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Standing dead,C4,2
7739,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Standing dead,C5,1
7740,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Vitis riparia,C3,1
7741,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Ligustrum vulgare,C0,92
7742,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Ligustrum vulgare,C1,15
7743,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Ligustrum vulgare,C2,22
7744,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Ligustrum vulgare,C3,13
7745,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Rosa multiflora,C1,4
7746,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Rosa multiflora,C2,3
7747,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Rosa setigera,C2,2
7748,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,9,Campsis radicans,C4,1
7749,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Standing dead,C3,1
7750,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Standing dead,C4,1
7751,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Rosa multiflora,C0,4
7752,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Rosa multiflora,C1,1
7753,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Rosa multiflora,C2,3
7754,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Rosa multiflora,C3,2
7755,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Fraxinus americana,C7,1
7756,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Crataegus punctata,C2,1
7757,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Crataegus punctata,C4,1
7758,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Crataegus punctata,C6,2
7759,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Vitis riparia,C2,4
7760,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Vitis riparia,C3,2
7761,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Malus pumila,C4,1
7762,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Malus pumila,C5,1
7763,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Ligustrum vulgare,C0,113
7764,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Ligustrum vulgare,C1,4
7765,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Ligustrum vulgare,C2,17
7766,CUVAWetlnd2018Sep14,CUVAWetlnd146,977FP1,10,Ligustrum vulgare,C3,21
7768,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,1,Rosa multiflora,C0,21
7769,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,1,Rosa multiflora,C1,5
7770,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,1,Platanus occidentalis,C1,4
7771,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,1,Platanus occidentalis,C2,1
7772,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,1,Ligustrum vulgare,C0,1
7773,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,1,Salix nigra,C1,1
7774,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Acer saccharinum,C5,1
7775,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Acer saccharinum,C7,1
7776,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Acer saccharinum,C8,1
7777,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Acer saccharinum,C10,2
7778,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Rosa multiflora,C0,27
7779,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Rosa multiflora,C1,18
7780,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Fraxinus pennsylvanica,C5,1
7781,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,2,Ligustrum vulgare,C0,5
7782,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Rosa multiflora,C0,19
7783,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Rosa multiflora,C1,20
7784,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Acer saccharinum,C4,4
7785,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Acer saccharinum,C5,2
7786,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Acer saccharinum,C7,1
7787,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Ligustrum vulgare,C0,10
7788,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Ligustrum vulgare,C1,4
7789,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Standing dead,C0,3
7790,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Standing dead,C6,1
7791,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Standing dead,C7,1
7792,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Standing dead,C8,1
7793,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Rosa setigera,C1,1
7794,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,3,Populus deltoides,BIG,1
7795,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Rosa multiflora,C0,50
7796,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Rosa multiflora,C1,38
7797,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Ligustrum vulgare,C0,3
7798,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Ligustrum vulgare,C1,1
7799,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Standing dead,C4,1
7800,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Acer saccharinum,C7,1
7802,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Populus deltoides,BIG,1
7803,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Vitis riparia,C1,1
7804,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,4,Toxicodendron radicans,C1,2
7805,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Rosa multiflora,C0,19
7806,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Rosa multiflora,C1,31
7807,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Standing dead,C5,1
7808,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Standing dead,C6,1
7809,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Standing dead,BIG,2
7810,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Populus deltoides,BIG,2
7811,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Vitis riparia,C2,1
7812,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Vitis riparia,C3,1
7813,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Ligustrum vulgare,C0,7
7814,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Toxicodendron radicans,C0,1
7815,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Toxicodendron radicans,C1,2
7816,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Toxicodendron radicans,C2,4
7817,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,5,Toxicodendron radicans,C4,2
7818,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Rosa multiflora,C0,21
7819,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Rosa multiflora,C1,51
7820,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Standing dead,C3,2
7821,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Standing dead,C4,3
7822,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Acer saccharinum,C3,1
7823,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Acer saccharinum,C5,4
7824,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Acer saccharinum,C7,2
7825,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Populus deltoides,BIG,2
7826,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,6,Ligustrum vulgare,C0,1
7827,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Rosa multiflora,C0,10
7828,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Rosa multiflora,C1,70
7829,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Populus deltoides,C9,1
7830,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Populus deltoides,C10,1
7831,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Populus deltoides,BIG,2
7832,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Acer saccharinum,C4,1
7833,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Acer saccharinum,C6,2
7834,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Acer saccharinum,C8,1
7835,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Acer saccharinum,C10,1
7836,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Toxicodendron radicans,C1,5
7837,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Toxicodendron radicans,C2,2
7838,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Toxicodendron radicans,C3,5
7839,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Toxicodendron radicans,C4,2
7840,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Standing dead,C3,1
7841,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Standing dead,C8,1
7842,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,7,Ligustrum vulgare,C0,1
7844,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Acer saccharinum,C5,3
7845,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Acer saccharinum,C8,1
7846,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Acer saccharinum,C9,1
7847,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Populus deltoides,C9,1
7848,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Populus deltoides,BIG,1
7849,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Standing dead,C6,2
7850,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Toxicodendron radicans,C1,3
7851,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Toxicodendron radicans,C2,2
7852,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Pyrus angustifolia,C3,2
7853,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Pyrus angustifolia,C4,1
7854,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Rosa multiflora,C0,20
7855,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Rosa multiflora,C1,38
7856,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Ligustrum vulgare,C0,15
7857,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,8,Ligustrum vulgare,C1,1
7858,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,9,Standing dead,C0,1
7859,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,9,Standing dead,C5,1
7860,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,9,Standing dead,C6,1
7861,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,9,Rosa multiflora,C0,84
7862,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,9,Rosa multiflora,C1,12
7863,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,9,Rosa multiflora,C2,1
7864,CUVAWetlnd2018Sep11,CUVAWetlnd150,977FP5,9,Ligustrum vulgare,C0,12
