MyDate,Time,Park,Site,Code,Cover,Notes,Creator,CreationDate,EditDate,x,y
6/27/2024,16:11,CUVA,CUVA_InvPla_140,LOCO6,1,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,VETH,1,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,POPR,3,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,DIFU2,2,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,ROPS,3,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,LIVU,2,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,HOLA,1,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,RUCR,1,Surveyed field as well.,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
5/28/2024,14:29,CUVA,CUVA_InvPla_6,ALPE4,1,,SBingham@nps.gov_nps,32:02.1,32:02.1,-81.51794512,41.23242696
5/28/2024,14:29,CUVA,CUVA_InvPla_6,LOMA6,2,,SBingham@nps.gov_nps,32:02.1,32:02.1,-81.51794512,41.23242696
5/28/2024,14:29,CUVA,CUVA_InvPla_6,ROMU,2,,SBingham@nps.gov_nps,32:02.1,32:02.1,-81.51794512,41.23242696
5/28/2024,14:29,CUVA,CUVA_InvPla_6,MIVI,1,,SBingham@nps.gov_nps,32:02.1,32:02.1,-81.51794512,41.23242696
5/28/2024,14:29,CUVA,CUVA_InvPla_6,FRAL4,1,,SBingham@nps.gov_nps,32:02.1,32:02.1,-81.51794512,41.23242696
5/28/2024,14:29,CUVA,CUVA_InvPla_6,LOJA,1,,SBingham@nps.gov_nps,32:02.1,32:02.1,-81.51794512,41.23242696
5/28/2024,14:29,CUVA,CUVA_InvPla_6,LIVU,1,,SBingham@nps.gov_nps,32:02.1,32:02.1,-81.51794512,41.23242696
5/29/2024,12:34,CUVA,CUVA_InvPla_254,BETH,7,,dmarcum@nps.gov_nps,36:37.9,36:37.9,-81.56248068,41.28913426
5/29/2024,12:34,CUVA,CUVA_InvPla_254,MIVI,6,,dmarcum@nps.gov_nps,36:37.9,36:37.9,-81.56248068,41.28913426
5/29/2024,12:34,CUVA,CUVA_InvPla_254,ALPE4,3,,dmarcum@nps.gov_nps,36:37.9,36:37.9,-81.56248068,41.28913426
5/29/2024,12:34,CUVA,CUVA_InvPla_254,ROMU,5,,dmarcum@nps.gov_nps,36:37.9,36:37.9,-81.56248068,41.28913426
5/29/2024,12:34,CUVA,CUVA_InvPla_254,LYNU,2,,dmarcum@nps.gov_nps,36:37.9,36:37.9,-81.56248068,41.28913426
5/29/2024,12:34,CUVA,CUVA_InvPla_254,MYSC,3,,dmarcum@nps.gov_nps,36:37.9,36:37.9,-81.56248068,41.28913426
6/3/2024,12:18,CUVA,CUVA_InvPla_324,PHAR3,3,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,ROMU,4,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,MYSC,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,SCAR7,5,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,ALPE4,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,ELUM,5,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,PHAU7,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,HEMA3,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,BETH,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,LYNU,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,LOMA6,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,TORI-H,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,SEVA4,5,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,DIFU2,1,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,DACA6,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,TYGL,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,LYSA2,2,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,HOLA,3,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/3/2024,12:18,CUVA,CUVA_InvPla_324,CIAR4,1,,SBingham@nps.gov_nps,23:03.0,23:03.0,-81.5578092,41.287865
6/6/2024,15:57,CUVA,CUVA_InvPla_54,PHAU7,4,,dmarcum@nps.gov_nps,59:17.4,01:20.9,-81.51801622,41.23242975
6/6/2024,15:57,CUVA,CUVA_InvPla_54,LOMA6,5,,dmarcum@nps.gov_nps,59:17.4,01:20.9,-81.51801622,41.23242975
6/6/2024,15:57,CUVA,CUVA_InvPla_54,ROMU,2,,dmarcum@nps.gov_nps,59:17.4,01:20.9,-81.51801622,41.23242975
6/6/2024,15:57,CUVA,CUVA_InvPla_54,LIVU,3,,dmarcum@nps.gov_nps,59:17.4,01:20.9,-81.51801622,41.23242975
6/6/2024,15:57,CUVA,CUVA_InvPla_54,ALPE4,5,,dmarcum@nps.gov_nps,59:17.4,01:20.9,-81.51801622,41.23242975
6/6/2024,15:57,CUVA,CUVA_InvPla_54,HEMA3,1,,dmarcum@nps.gov_nps,59:17.4,01:20.9,-81.51801622,41.23242975
6/6/2024,15:57,CUVA,CUVA_InvPla_54,LOJA,1,,dmarcum@nps.gov_nps,59:17.4,01:20.9,-81.51801622,41.23242975
6/3/2024,15:38,CUVA,CUVA_InvPla_358,ROMU,3,,dmarcum@nps.gov_nps,39:31.5,39:31.5,-81.51785813,41.23245354
6/3/2024,15:38,CUVA,CUVA_InvPla_358,LIVU,1,,dmarcum@nps.gov_nps,39:31.5,39:31.5,-81.51785813,41.23245354
6/3/2024,15:38,CUVA,CUVA_InvPla_358,BETH,4,,dmarcum@nps.gov_nps,39:31.5,39:31.5,-81.51785813,41.23245354
6/3/2024,15:38,CUVA,CUVA_InvPla_358,FRAL4,3,,dmarcum@nps.gov_nps,39:31.5,39:31.5,-81.51785813,41.23245354
6/3/2024,15:38,CUVA,CUVA_InvPla_358,HOLA,1,,dmarcum@nps.gov_nps,39:31.5,39:31.5,-81.51785813,41.23245354
6/3/2024,15:38,CUVA,CUVA_InvPla_358,ELUM,1,,dmarcum@nps.gov_nps,39:31.5,39:31.5,-81.51785813,41.23245354
7/2/2024,15:36,CUVA,CUVA_InvPla_42,ROMU,5,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,LOMA6,5,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,LOMO2,2,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,LIVU,5,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,LOJA,4,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,FRAL4,3,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,LYNU,2,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,PHAR3,6,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,MYSC,2,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,CIAR4,1,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,IRPS,2,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
7/2/2024,15:36,CUVA,CUVA_InvPla_42,PHAU7,5,,dmarcum@nps.gov_nps,38:58.1,38:58.1,-81.517924,41.23242189
5/29/2024,9:25,CUVA,CUVA_InvPla_272,BETH,3,,dmarcum@nps.gov_nps,26:17.5,26:17.5,-81.56126518,41.3006531
5/29/2024,9:25,CUVA,CUVA_InvPla_272,ROMU,4,,dmarcum@nps.gov_nps,26:17.5,26:17.5,-81.56126518,41.3006531
5/29/2024,9:25,CUVA,CUVA_InvPla_272,ALPE4,2,,dmarcum@nps.gov_nps,26:17.5,26:17.5,-81.56126518,41.3006531
5/29/2024,9:25,CUVA,CUVA_InvPla_272,MIVI,3,,dmarcum@nps.gov_nps,26:17.5,26:17.5,-81.56126518,41.3006531
5/29/2024,9:25,CUVA,CUVA_InvPla_272,LIVU,3,,dmarcum@nps.gov_nps,26:17.5,26:17.5,-81.56126518,41.3006531
5/29/2024,9:25,CUVA,CUVA_InvPla_272,RUCR,1,,dmarcum@nps.gov_nps,26:17.5,26:17.5,-81.56126518,41.3006531
6/27/2024,8:53,CUVA,CUVA_InvPla_165,LOMA6,5,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,ALPE4,4,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,ROMU,3,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,LIVU,5,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,LOJA,2,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,MIVI,3,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,CIVU,2,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,HEMA3,1,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,SEVA4,2,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,SCHED2,3,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,BETH,5,,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
6/27/2024,8:53,CUVA,CUVA_InvPla_165,DACA6,2,Too steep to finish north segment.  ,SBingham@nps.gov_nps,57:28.2,57:28.2,-81.51797296,41.23241323
5/29/2024,15:01,CUVA,CUVA_InvPla_286,POCU6,5,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,ALPE4,3,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,PHAR3,6,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,LYNU,4,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,ROMU,5,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,IRPS,3,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,TYGL,3,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,LOMO2,1,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,ELUM,3,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,LIVU,3,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,MIVI,4,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
5/29/2024,15:01,CUVA,CUVA_InvPla_286,LYSA2,2,,SBingham@nps.gov_nps,07:19.5,07:19.5,-81.8187097,41.18501249
7/3/2024,14:16,CUVA,CUVA_InvPla_269,POCU6,7,Couldn’t walk entire transect (400 ft),SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,LYNU,5,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,LIVU,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,GLHE2,4,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,ALPE4,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,HUJA,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,PHAR3,6,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,CIAR4,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,ROMU,3,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,PHAU7,5,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,SEVA4,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,LOTA,3,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,POPR,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,DACA6,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,ELUM,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,FRAL4,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,IRPS,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,MYSC,3,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/3/2024,14:16,CUVA,CUVA_InvPla_269,TYGL,2,,SBingham@nps.gov_nps,21:59.0,21:59.0,-81.51794341,41.23241458
7/2/2024,10:03,CUVA,CUVA_InvPla_278,LOTA,3,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,LOMA6,2,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,ROMU,5,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,FRAL4,5,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,LIVU,5,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,CEOR7,1,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,ELUM,2,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,MIVI,5,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
7/2/2024,10:03,CUVA,CUVA_InvPla_278,LYNU,2,,SBingham@nps.gov_nps,05:37.6,05:37.6,-81.59134345,41.27244762
6/27/2024,16:21,CUVA,CUVA_InvPla_153,ROMU,2,,dmarcum@nps.gov_nps,22:01.5,22:01.5,-81.51787748,41.23244971
6/27/2024,16:21,CUVA,CUVA_InvPla_153,BETH,2,,dmarcum@nps.gov_nps,22:01.5,22:01.5,-81.51787748,41.23244971
5/29/2024,15:14,CUVA,CUVA_InvPla_289,MIVI,6,,SBingham@nps.gov_nps,15:39.4,15:39.4,-81.81864399,41.18501992
5/29/2024,15:14,CUVA,CUVA_InvPla_289,ROMU,4,,SBingham@nps.gov_nps,15:39.4,15:39.4,-81.81864399,41.18501992
5/29/2024,15:14,CUVA,CUVA_InvPla_289,BETH,5,,SBingham@nps.gov_nps,15:39.4,15:39.4,-81.81864399,41.18501992
5/29/2024,15:14,CUVA,CUVA_InvPla_289,LIVU,2,,SBingham@nps.gov_nps,15:39.4,15:39.4,-81.81864399,41.18501992
5/29/2024,15:14,CUVA,CUVA_InvPla_289,ALPE4,3,,SBingham@nps.gov_nps,15:39.4,15:39.4,-81.81864399,41.18501992
6/4/2024,10:59,CUVA,CUVA_InvPla_348,ELUM,3,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,ROMU,5,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,LOMA6,2,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,FRAL4,1,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,LIVU,2,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,SCAR7,2,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,POPR,3,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,LOCO6,2,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,HOLA,1,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/4/2024,10:59,CUVA,CUVA_InvPla_348,CIAR4,3,,dmarcum@nps.gov_nps,01:36.0,01:36.0,-81.51789533,41.23240626
6/3/2024,15:55,CUVA,CUVA_InvPla_353,ROMU,6,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,15:55,CUVA,CUVA_InvPla_353,LIVU,4,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,15:55,CUVA,CUVA_InvPla_353,HEMA3,3,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,15:55,CUVA,CUVA_InvPla_353,LYNU,2,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,15:55,CUVA,CUVA_InvPla_353,PHAR3,5,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,15:55,CUVA,CUVA_InvPla_353,MIVI,3,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,15:55,CUVA,CUVA_InvPla_353,SCAR7,2,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,15:55,CUVA,CUVA_InvPla_353,RUCR,1,,dmarcum@nps.gov_nps,59:42.5,59:42.5,-81.51793305,41.23251186
6/3/2024,11:39,CUVA,CUVA_InvPla_323,ROMU,5,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,LYNU,5,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,PHAR3,3,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,SCAR7,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,TORI-H,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,LIVU,3,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,ELUM,5,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,LOMA6,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,SEVA4,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,DACA6,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,GLHE2,3,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,HEMA3,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,RHCA3,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,CIAR4,2,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,DIFU2,3,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,LOTA,3,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,MIVI,4,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/3/2024,11:39,CUVA,CUVA_InvPla_323,ALPE4,4,,SBingham@nps.gov_nps,42:42.6,42:42.6,-81.56036213,41.28589163
6/6/2024,16:01,CUVA,CUVA_InvPla_63,LOMA6,5,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,LYNU,5,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,MIVI,5,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,RUCR,1,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,HEMA3,2,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,ALPE4,2,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,ROMU,4,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,LOJA,4,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,PHAU7,1,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,VIMI2,5,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,LIVU,5,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,TORI-H,1,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,CIAR4,4,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,LOCO6,1,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,ARMI2,1,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,IRPS,2,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
6/6/2024,16:01,CUVA,CUVA_InvPla_63,POCU6,3,,dmarcum@nps.gov_nps,04:20.7,04:20.7,-81.51790503,41.23245577
