VIBI_Herb_ID,EventID,LocationID,Species,ModNo,CovCode
12122,CUVAWetlnd2015Jul14,CUVAWetlnd226,Quercus palustris,3,2
12123,CUVAWetlnd2015Jul14,CUVAWetlnd226,Quercus palustris,4,1
12124,CUVAWetlnd2015Jul14,CUVAWetlnd226,Carex scoparia,1,2
12125,CUVAWetlnd2015Jul14,CUVAWetlnd226,Carex scoparia,2,4
12126,CUVAWetlnd2015Jul14,CUVAWetlnd226,Carex scoparia,3,3
12127,CUVAWetlnd2015Jul14,CUVAWetlnd226,Carex scoparia,4,2
12128,CUVAWetlnd2015Jul14,CUVAWetlnd226,Aster ericoides,1,2
12129,CUVAWetlnd2015Jul14,CUVAWetlnd226,Aster ericoides,2,1
12130,CUVAWetlnd2015Jul14,CUVAWetlnd226,Aster ericoides,3,1
12131,CUVAWetlnd2015Jul14,CUVAWetlnd226,Acer x freemanii,1,1
12132,CUVAWetlnd2015Jul14,CUVAWetlnd226,Viburnum dentatum,1,1
12133,CUVAWetlnd2015Jul14,CUVAWetlnd226,Viburnum dentatum,4,2
12134,CUVAWetlnd2015Jul14,CUVAWetlnd226,Carex festucacea,1,2
12135,CUVAWetlnd2015Jul14,CUVAWetlnd226,Carex festucacea,3,2
12136,CUVAWetlnd2015Jul14,CUVAWetlnd226,Carex lurida,1,2
12137,CUVAWetlnd2015Jul14,CUVAWetlnd226,Solidago rugosa,1,2
12138,CUVAWetlnd2015Jul14,CUVAWetlnd226,Viburnum opulus var. opulus,1,2
12139,CUVAWetlnd2015Jul14,CUVAWetlnd226,Viburnum opulus var. opulus,2,2
12140,CUVAWetlnd2015Jul14,CUVAWetlnd226,Rosa multiflora,1,2
12141,CUVAWetlnd2015Jul14,CUVAWetlnd226,Vicia sp.,1,1
12142,CUVAWetlnd2015Jul14,CUVAWetlnd226,Vicia sp.,4,2
12143,CUVAWetlnd2015Jul14,CUVAWetlnd226,Toxicodendron radicans,1,1
12144,CUVAWetlnd2015Jul14,CUVAWetlnd226,Toxicodendron radicans,2,2
12145,CUVAWetlnd2015Jul14,CUVAWetlnd226,Toxicodendron radicans,3,2
12146,CUVAWetlnd2015Jul14,CUVAWetlnd226,Toxicodendron radicans,4,1
12147,CUVAWetlnd2015Jul14,CUVAWetlnd226,Juncus tenuis,1,1
12148,CUVAWetlnd2015Jul14,CUVAWetlnd226,Aster lateriflorus,2,2
12149,CUVAWetlnd2015Jul14,CUVAWetlnd226,Acer saccharinum,2,1
12150,CUVAWetlnd2015Jul14,CUVAWetlnd226,Acer saccharinum,3,1
12151,CUVAWetlnd2015Jul14,CUVAWetlnd226,Acer saccharinum,4,1
12152,CUVAWetlnd2015Jul14,CUVAWetlnd226,Malus sieboldii,2,2
12153,CUVAWetlnd2015Jul14,CUVAWetlnd226,Malus sieboldii,3,2
12154,CUVAWetlnd2015Jul14,CUVAWetlnd226,Ulmus americana,2,2
12155,CUVAWetlnd2015Jul14,CUVAWetlnd226,Elaeagnus umbellata,2,2
12156,CUVAWetlnd2015Jul14,CUVAWetlnd226,Muhlenbergia mexicana,2,2
12157,CUVAWetlnd2015Jul14,CUVAWetlnd226,Muhlenbergia mexicana,3,2
12158,CUVAWetlnd2015Jul14,CUVAWetlnd226,Elytrigia repens,2,3
12159,CUVAWetlnd2015Jul14,CUVAWetlnd226,Rubus allegheniensis,2,5
12160,CUVAWetlnd2015Jul14,CUVAWetlnd226,Achillea millefolium,2,2
12161,CUVAWetlnd2015Jul14,CUVAWetlnd226,Rumex crispus,2,1
12162,CUVAWetlnd2015Jul14,CUVAWetlnd226,Holcus lanatus,2,2
12163,CUVAWetlnd2015Jul14,CUVAWetlnd226,Holcus lanatus,3,2
12164,CUVAWetlnd2015Jul14,CUVAWetlnd226,Solidago canadensis,2,2
12165,CUVAWetlnd2015Jul14,CUVAWetlnd226,Solidago canadensis,3,2
12166,CUVAWetlnd2015Jul14,CUVAWetlnd226,Erechtites hieracifolia,2,1
12167,CUVAWetlnd2015Jul14,CUVAWetlnd226,Parthenocissus quinquefolia,4,1
12168,CUVAWetlnd2015Aug07,CUVAWetlnd227,Phalaris arundinacea,1,10
12169,CUVAWetlnd2015Aug07,CUVAWetlnd227,Phalaris arundinacea,2,9
12170,CUVAWetlnd2015Aug07,CUVAWetlnd227,Phalaris arundinacea,3,9
12171,CUVAWetlnd2015Aug07,CUVAWetlnd227,Phalaris arundinacea,4,9
12172,CUVAWetlnd2015Aug07,CUVAWetlnd227,Artemisia vulgaris,1,4
12173,CUVAWetlnd2015Aug07,CUVAWetlnd227,Artemisia vulgaris,2,4
12174,CUVAWetlnd2015Aug07,CUVAWetlnd227,Artemisia vulgaris,3,6
12175,CUVAWetlnd2015Aug07,CUVAWetlnd227,Artemisia vulgaris,4,5
12176,CUVAWetlnd2015Aug07,CUVAWetlnd227,Iris pseudacorus,1,2
12177,CUVAWetlnd2015Aug07,CUVAWetlnd227,Iris pseudacorus,4,2
12178,CUVAWetlnd2015Aug07,CUVAWetlnd227,Typha angustifolia,4,2
12179,CUVAWetlnd2015Aug07,CUVAWetlnd227,Boehmeria cylindrica,1,2
12180,CUVAWetlnd2015Aug07,CUVAWetlnd227,Boehmeria cylindrica,2,2
12181,CUVAWetlnd2015Aug07,CUVAWetlnd227,Boehmeria cylindrica,3,2
12182,CUVAWetlnd2015Aug07,CUVAWetlnd227,Polygonum cuspidatum,1,4
12183,CUVAWetlnd2015Aug07,CUVAWetlnd227,Polygonum cuspidatum,2,6
12184,CUVAWetlnd2015Aug07,CUVAWetlnd227,Polygonum cuspidatum,3,4
12185,CUVAWetlnd2015Aug07,CUVAWetlnd227,Polygonum cuspidatum,4,2
12186,CUVAWetlnd2015Aug07,CUVAWetlnd227,Stachys tenuifolia,1,2
12187,CUVAWetlnd2015Aug07,CUVAWetlnd227,Stachys tenuifolia,4,2
12188,CUVAWetlnd2015Aug07,CUVAWetlnd227,Cirsium arvense,1,2
12189,CUVAWetlnd2015Aug07,CUVAWetlnd227,Cirsium arvense,2,2
12190,CUVAWetlnd2015Aug07,CUVAWetlnd227,Cirsium arvense,4,2
12191,CUVAWetlnd2015Aug07,CUVAWetlnd227,Sium suave,1,2
12192,CUVAWetlnd2015Aug07,CUVAWetlnd227,Mentha arvensis,2,2
12193,CUVAWetlnd2015Aug07,CUVAWetlnd227,Mentha arvensis,3,2
12194,CUVAWetlnd2015Aug07,CUVAWetlnd227,Pilea sp.,2,1
12195,CUVAWetlnd2015Aug07,CUVAWetlnd227,Pilea sp.,3,2
12196,CUVAWetlnd2015Aug07,CUVAWetlnd227,Pilea sp.,4,1
12197,CUVAWetlnd2015Aug07,CUVAWetlnd227,Myosotis scorpioides,2,1
12198,CUVAWetlnd2015Aug07,CUVAWetlnd227,Lysimachia nummularia,2,2
12199,CUVAWetlnd2015Aug07,CUVAWetlnd227,Lysimachia nummularia,4,2
12200,CUVAWetlnd2015Aug07,CUVAWetlnd227,Amorpha fruticosa,1,2
12201,CUVAWetlnd2015Aug07,CUVAWetlnd227,Amorpha fruticosa,4,2
12202,CUVAWetlnd2015Aug07,CUVAWetlnd227,Impatiens capensis,2,2
12203,CUVAWetlnd2015Aug07,CUVAWetlnd227,Asclepias syriaca,2,2
12204,CUVAWetlnd2015Aug07,CUVAWetlnd227,Asclepias syriaca,3,2
12205,CUVAWetlnd2015Aug07,CUVAWetlnd227,Acer saccharum,2,1
12206,CUVAWetlnd2015Aug07,CUVAWetlnd227,Acer saccharum,3,1
12207,CUVAWetlnd2015Aug07,CUVAWetlnd227,Platanus occidentalis,3,4
12208,CUVAWetlnd2015Aug07,CUVAWetlnd227,Platanus occidentalis,4,3
12209,CUVAWetlnd2015Aug07,CUVAWetlnd227,Acer x freemanii,4,1
12210,CUVAWetlnd2015Aug07,CUVAWetlnd227,Crataegus sp.,4,1
12211,CUVAWetlnd2015Aug07,CUVAWetlnd227,Carex vulpinoidea,4,2
12212,CUVAWetlnd2015Aug07,CUVAWetlnd227,Galium triflorum,4,1
12213,CUVAWetlnd2015Aug07,CUVAWetlnd227,Moss sp.,4,2
12214,CUVAWetlnd2015Aug07,CUVAWetlnd227,Barbarea vulgaris,4,2
12215,CUVAWetlnd2015Aug07,CUVAWetlnd227,Toxicodendron radicans,4,1
12216,CUVAWetlnd2015Aug07,CUVAWetlnd227,Peltandra virginica,4,4
12217,CUVAWetlnd2015Aug07,CUVAWetlnd227,Polygonum punctatum,4,2
12218,CUVAWetlnd2015Aug07,CUVAWetlnd227,Lythrum salicaria,4,2
12219,CUVAWetlnd2015Aug07,CUVAWetlnd227,Taraxacum officinale,4,1
12220,CUVAWetlnd2015Aug07,CUVAWetlnd227,Sparganium eurycarpum,4,2
12221,CUVAWetlnd2015Aug07,CUVAWetlnd227,Oxalis stricta,4,1
12222,CUVAWetlnd2015Aug07,CUVAWetlnd227,Calystegia sepium,4,1
12223,CUVAWetlnd2015Aug07,CUVAWetlnd227,Glechoma hederacea,4,1
12224,CUVAWetlnd2015Jul31,CUVAWetlnd228,Phalaris arundinacea,1,9
12225,CUVAWetlnd2015Jul31,CUVAWetlnd228,Phalaris arundinacea,2,7
12226,CUVAWetlnd2015Jul31,CUVAWetlnd228,Phalaris arundinacea,3,9
12227,CUVAWetlnd2015Jul31,CUVAWetlnd228,Phalaris arundinacea,4,10
12228,CUVAWetlnd2015Jul31,CUVAWetlnd228,Polygonum cuspidatum,1,6
12229,CUVAWetlnd2015Jul31,CUVAWetlnd228,Polygonum cuspidatum,2,4
12230,CUVAWetlnd2015Jul31,CUVAWetlnd228,Polygonum cuspidatum,3,4
12231,CUVAWetlnd2015Jul31,CUVAWetlnd228,Polygonum cuspidatum,4,3
12232,CUVAWetlnd2015Jul31,CUVAWetlnd228,Lythrum salicaria,1,2
12233,CUVAWetlnd2015Jul31,CUVAWetlnd228,Calystegia sepium,1,2
12234,CUVAWetlnd2015Jul31,CUVAWetlnd228,Calystegia sepium,2,2
12235,CUVAWetlnd2015Jul31,CUVAWetlnd228,Calystegia sepium,4,2
12236,CUVAWetlnd2015Jul31,CUVAWetlnd228,Verbesina alternifolia,1,3
12237,CUVAWetlnd2015Jul31,CUVAWetlnd228,Artemisia vulgaris,1,2
12238,CUVAWetlnd2015Jul31,CUVAWetlnd228,Artemisia vulgaris,2,5
12239,CUVAWetlnd2015Jul31,CUVAWetlnd228,Artemisia vulgaris,3,5
12240,CUVAWetlnd2015Jul31,CUVAWetlnd228,Platanus occidentalis,2,4
12241,CUVAWetlnd2015Jul31,CUVAWetlnd228,Platanus occidentalis,3,2
12242,CUVAWetlnd2015Jul31,CUVAWetlnd228,Salix exigua,2,2
12243,CUVAWetlnd2015Jul31,CUVAWetlnd228,Panicum clandestinum,2,2
12244,CUVAWetlnd2015Jul31,CUVAWetlnd228,Panicum clandestinum,3,2
12245,CUVAWetlnd2015Jul31,CUVAWetlnd228,Xanthium strumarium,2,3
12246,CUVAWetlnd2015Jul31,CUVAWetlnd228,Xanthium strumarium,3,1
12247,CUVAWetlnd2015Jul31,CUVAWetlnd228,Festuca arundinacea,2,2
12248,CUVAWetlnd2015Jul31,CUVAWetlnd228,Elymus virginicus,2,1
12249,CUVAWetlnd2015Jul31,CUVAWetlnd228,Lotus corniculatus,2,3
12250,CUVAWetlnd2015Jul31,CUVAWetlnd228,Lotus corniculatus,3,2
12251,CUVAWetlnd2015Jul31,CUVAWetlnd228,Muhlenbergia mexicana,2,2
12252,CUVAWetlnd2015Jul31,CUVAWetlnd228,Melilotus officinalis,2,2
12253,CUVAWetlnd2015Jul31,CUVAWetlnd228,Phleum pratense,2,2
12254,CUVAWetlnd2015Jul31,CUVAWetlnd228,Amphicarpaea bracteata,2,2
12255,CUVAWetlnd2015Jul31,CUVAWetlnd228,Verbena urticifolia,2,2
12256,CUVAWetlnd2015Jul31,CUVAWetlnd228,Daucus carota,2,2
12257,CUVAWetlnd2015Jul31,CUVAWetlnd228,Solanum dulcamara,2,2
12258,CUVAWetlnd2015Jul31,CUVAWetlnd228,Oxalis stricta,3,1
12259,CUVAWetlnd2015Jul31,CUVAWetlnd228,Equisetum arvense,3,1
12260,CUVAWetlnd2015Jul31,CUVAWetlnd228,Melilotus alba,3,2
12564,CUVAWetlnd2015Aug06,CUVAWetlnd214,Glyceria striata,1,3
12565,CUVAWetlnd2015Aug06,CUVAWetlnd214,Glyceria striata,2,2
12566,CUVAWetlnd2015Aug06,CUVAWetlnd214,Glyceria striata,3,3
12567,CUVAWetlnd2015Aug06,CUVAWetlnd214,Glyceria striata,4,3
12568,CUVAWetlnd2015Aug06,CUVAWetlnd214,Fraxinus pennsylvanica,1,2
12569,CUVAWetlnd2015Aug06,CUVAWetlnd214,Fraxinus pennsylvanica,2,2
12570,CUVAWetlnd2015Aug06,CUVAWetlnd214,Fraxinus pennsylvanica,3,3
12571,CUVAWetlnd2015Aug06,CUVAWetlnd214,Fraxinus pennsylvanica,4,2
12572,CUVAWetlnd2015Aug06,CUVAWetlnd214,Leersia virginica,1,6
12573,CUVAWetlnd2015Aug06,CUVAWetlnd214,Leersia virginica,2,4
12574,CUVAWetlnd2015Aug06,CUVAWetlnd214,Leersia virginica,3,5
12575,CUVAWetlnd2015Aug06,CUVAWetlnd214,Leersia virginica,4,4
12576,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rosa multiflora,1,3
12577,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rosa multiflora,2,4
12578,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rosa multiflora,3,4
12579,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rosa multiflora,4,3
12580,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rhamnus frangula,1,2
12581,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rhamnus frangula,2,2
12582,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rhamnus frangula,3,2
12583,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rhamnus frangula,4,1
12584,CUVAWetlnd2015Aug06,CUVAWetlnd214,Cornus racemosa,1,2
12585,CUVAWetlnd2015Aug06,CUVAWetlnd214,Cornus racemosa,4,3
12586,CUVAWetlnd2015Aug06,CUVAWetlnd214,Parthenocissus quinquefolia,1,2
12587,CUVAWetlnd2015Aug06,CUVAWetlnd214,Parthenocissus quinquefolia,2,2
12588,CUVAWetlnd2015Aug06,CUVAWetlnd214,Parthenocissus quinquefolia,4,2
12589,CUVAWetlnd2015Aug06,CUVAWetlnd214,Phleum pratense,1,3
12590,CUVAWetlnd2015Aug06,CUVAWetlnd214,Phleum pratense,4,4
12591,CUVAWetlnd2015Aug06,CUVAWetlnd214,Dactylis glomerata,1,4
12592,CUVAWetlnd2015Aug06,CUVAWetlnd214,Dactylis glomerata,4,4
12593,CUVAWetlnd2015Aug06,CUVAWetlnd214,Fraxinus americana,1,2
12594,CUVAWetlnd2015Aug06,CUVAWetlnd214,Fraxinus americana,4,2
12595,CUVAWetlnd2015Aug06,CUVAWetlnd214,Moss sp.,1,3
12596,CUVAWetlnd2015Aug06,CUVAWetlnd214,Moss sp.,2,2
12597,CUVAWetlnd2015Aug06,CUVAWetlnd214,Moss sp.,3,4
12598,CUVAWetlnd2015Aug06,CUVAWetlnd214,Moss sp.,4,5
12599,CUVAWetlnd2015Aug06,CUVAWetlnd214,Poaceae,1,2
12600,CUVAWetlnd2015Aug06,CUVAWetlnd214,Poaceae,3,2
12601,CUVAWetlnd2015Aug06,CUVAWetlnd214,Poaceae,4,2
12602,CUVAWetlnd2015Aug06,CUVAWetlnd214,Crataegus pruinosa,1,4
12603,CUVAWetlnd2015Aug06,CUVAWetlnd214,Crataegus pruinosa,2,4
12604,CUVAWetlnd2015Aug06,CUVAWetlnd214,Crataegus pruinosa,3,4
12605,CUVAWetlnd2015Aug06,CUVAWetlnd214,Crataegus pruinosa,4,7
12606,CUVAWetlnd2015Aug06,CUVAWetlnd214,Toxicodendron radicans,1,3
12607,CUVAWetlnd2015Aug06,CUVAWetlnd214,Toxicodendron radicans,2,2
12608,CUVAWetlnd2015Aug06,CUVAWetlnd214,Toxicodendron radicans,3,2
12609,CUVAWetlnd2015Aug06,CUVAWetlnd214,Toxicodendron radicans,4,2
12610,CUVAWetlnd2015Aug06,CUVAWetlnd214,Potentilla simplex,1,2
12611,CUVAWetlnd2015Aug06,CUVAWetlnd214,Potentilla simplex,2,1
12612,CUVAWetlnd2015Aug06,CUVAWetlnd214,Potentilla simplex,3,1
12613,CUVAWetlnd2015Aug06,CUVAWetlnd214,Potentilla simplex,4,2
12614,CUVAWetlnd2015Aug06,CUVAWetlnd214,Lysimachia nummularia,1,3
12615,CUVAWetlnd2015Aug06,CUVAWetlnd214,Lysimachia nummularia,4,2
12616,CUVAWetlnd2015Aug06,CUVAWetlnd214,Prunella vulgaris,1,2
12617,CUVAWetlnd2015Aug06,CUVAWetlnd214,Prunella vulgaris,2,2
12618,CUVAWetlnd2015Aug06,CUVAWetlnd214,Prunella vulgaris,3,1
12619,CUVAWetlnd2015Aug06,CUVAWetlnd214,Aster lanceolatus,1,2
12620,CUVAWetlnd2015Aug06,CUVAWetlnd214,Aster lanceolatus,4,2
12621,CUVAWetlnd2015Aug06,CUVAWetlnd214,Celastrus orbiculatus,1,1
12622,CUVAWetlnd2015Aug06,CUVAWetlnd214,Celastrus orbiculatus,4,5
12623,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex sp.,1,2
12624,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex sp. 2,1,2
12625,CUVAWetlnd2015Aug06,CUVAWetlnd214,Juncus tenuis,1,2
12626,CUVAWetlnd2015Aug06,CUVAWetlnd214,Juncus tenuis,2,1
12627,CUVAWetlnd2015Aug06,CUVAWetlnd214,Juncus tenuis,3,1
12628,CUVAWetlnd2015Aug06,CUVAWetlnd214,Juncus tenuis,4,1
12629,CUVAWetlnd2015Aug06,CUVAWetlnd214,Anthoxanthum odoratum,1,4
12630,CUVAWetlnd2015Aug06,CUVAWetlnd214,Agrostis gigantea,1,2
12631,CUVAWetlnd2015Aug06,CUVAWetlnd214,Agrostis gigantea,3,2
12632,CUVAWetlnd2015Aug06,CUVAWetlnd214,Agrostis gigantea,4,2
12633,CUVAWetlnd2015Aug06,CUVAWetlnd214,Aster ericoides,1,2
12634,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex vulpinoidea,1,2
12635,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex vulpinoidea,2,2
12636,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex vulpinoidea,3,2
12637,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex vulpinoidea,4,2
12638,CUVAWetlnd2015Aug06,CUVAWetlnd214,Verbena urticifolia,1,2
12639,CUVAWetlnd2015Aug06,CUVAWetlnd214,Verbena urticifolia,3,1
12640,CUVAWetlnd2015Aug06,CUVAWetlnd214,Verbena urticifolia,4,2
12641,CUVAWetlnd2015Aug06,CUVAWetlnd214,Oxalis stricta,1,1
12642,CUVAWetlnd2015Aug06,CUVAWetlnd214,Oxalis stricta,2,1
12643,CUVAWetlnd2015Aug06,CUVAWetlnd214,Oxalis stricta,3,1
12644,CUVAWetlnd2015Aug06,CUVAWetlnd214,Oxalis stricta,4,1
12645,CUVAWetlnd2015Aug06,CUVAWetlnd214,Plantago lanceolata,1,2
12646,CUVAWetlnd2015Aug06,CUVAWetlnd214,Calystegia sepium,1,1
12647,CUVAWetlnd2015Aug06,CUVAWetlnd214,Calystegia sepium,4,1
12648,CUVAWetlnd2015Aug06,CUVAWetlnd214,Scirpus hattorianus,1,2
12649,CUVAWetlnd2015Aug06,CUVAWetlnd214,Scirpus hattorianus,3,2
12650,CUVAWetlnd2015Aug06,CUVAWetlnd214,Lonicera japonica,1,2
12651,CUVAWetlnd2015Aug06,CUVAWetlnd214,Holcus lanatus,1,4
12652,CUVAWetlnd2015Aug06,CUVAWetlnd214,Holcus lanatus,4,2
12653,CUVAWetlnd2015Aug06,CUVAWetlnd214,Acer x freemanii,1,1
12654,CUVAWetlnd2015Aug06,CUVAWetlnd214,Acer x freemanii,2,5
12655,CUVAWetlnd2015Aug06,CUVAWetlnd214,Acer x freemanii,3,4
12656,CUVAWetlnd2015Aug06,CUVAWetlnd214,Juncus anthelatus,1,1
12657,CUVAWetlnd2015Aug06,CUVAWetlnd214,Juncus anthelatus,3,1
12658,CUVAWetlnd2015Aug06,CUVAWetlnd214,Ulmus americana,1,1
12659,CUVAWetlnd2015Aug06,CUVAWetlnd214,Ulmus americana,2,5
12660,CUVAWetlnd2015Aug06,CUVAWetlnd214,Ulmus americana,4,1
12661,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rubus flagellaris,1,1
12662,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rubus flagellaris,4,1
12663,CUVAWetlnd2015Aug06,CUVAWetlnd214,Geum canadense,1,2
12664,CUVAWetlnd2015Aug06,CUVAWetlnd214,Geum canadense,2,1
12665,CUVAWetlnd2015Aug06,CUVAWetlnd214,Geum canadense,3,2
12666,CUVAWetlnd2015Aug06,CUVAWetlnd214,Geum canadense,4,1
12667,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex scoparia,2,2
12668,CUVAWetlnd2015Aug06,CUVAWetlnd214,Prunus serotina,2,2
12669,CUVAWetlnd2015Aug06,CUVAWetlnd214,Prunus serotina,3,1
12670,CUVAWetlnd2015Aug06,CUVAWetlnd214,Prunus serotina,4,1
12671,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex blanda,2,2
12672,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex sp. 3,2,2
12673,CUVAWetlnd2015Aug06,CUVAWetlnd214,Liriodendron tulipifera,2,1
12674,CUVAWetlnd2015Aug06,CUVAWetlnd214,Liriodendron tulipifera,4,1
12675,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex swanii,2,2
12676,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex swanii,3,3
12677,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex swanii,4,2
12678,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carex laxiculmis,2,2
12679,CUVAWetlnd2015Aug06,CUVAWetlnd214,Panicum implicatum,2,2
12680,CUVAWetlnd2015Aug06,CUVAWetlnd214,Berberis thunbergii,2,2
12681,CUVAWetlnd2015Aug06,CUVAWetlnd214,Berberis thunbergii,3,2
12682,CUVAWetlnd2015Aug06,CUVAWetlnd214,Aster lanceolatus,3,2
12684,CUVAWetlnd2015Aug06,CUVAWetlnd214,Veronica officinalis,3,2
12685,CUVAWetlnd2015Aug06,CUVAWetlnd214,Polygonum virginianum,3,2
12686,CUVAWetlnd2015Aug06,CUVAWetlnd214,Ligustrum vulgare,3,2
12687,CUVAWetlnd2015Aug06,CUVAWetlnd214,Taraxacum officinale,3,1
12688,CUVAWetlnd2015Aug06,CUVAWetlnd214,Dicot sp.,3,1
12689,CUVAWetlnd2015Aug06,CUVAWetlnd214,Dryopteris carthusiana,4,2
12690,CUVAWetlnd2015Aug06,CUVAWetlnd214,Carya ovata,4,1
12691,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rubus idaeus L. var. strigosus,4,2
12692,CUVAWetlnd2015Aug06,CUVAWetlnd214,Rubus idaeus L. var. strigosus,3,1
12693,CUVAWetlnd2015Aug06,CUVAWetlnd214,Onoclea sensibilis,4,2
12694,CUVAWetlnd2015Aug07,CUVAWetlnd215,Ulmus americana,2,1
12695,CUVAWetlnd2015Jul08,CUVAWetlnd224,Carex blanda,2,2
12696,CUVAWetlnd2015Jun26,CUVAWetlnd179,Elymus virginicus,7,2
12697,CUVAWetlnd2015Jun16,CUVAWetlnd172,Vitis riparia,3,1
12698,CUVAWetlnd2009Aug12,CUVAWetlnd127,Moss sp.,1,8
12700,CUVAWetlnd2009Aug12,CUVAWetlnd127,Moss sp.,2,7
12701,CUVAWetlnd2009Aug12,CUVAWetlnd127,Moss sp.,3,8
12702,CUVAWetlnd2009Aug12,CUVAWetlnd127,Moss sp.,4,7
12703,CUVAWetlnd2009Aug12,CUVAWetlnd127,Solidago sp. 2,4,2
12704,CUVAWetlnd2009Aug12,CUVAWetlnd127,Sagittaria latifolia,4,1
12705,CUVAWetlnd2009Aug06,CUVAWetlnd128,Caltha palustris,1,1
12706,CUVAWetlnd2009Aug06,CUVAWetlnd128,Caltha palustris,2,1
12707,CUVAWetlnd2009Aug06,CUVAWetlnd128,Daucus carota,1,1
12709,CUVAWetlnd2009Aug06,CUVAWetlnd128,Eupatorium maculatum,1,1
12712,CUVAWetlnd2009Aug06,CUVAWetlnd128,Brassicaceae,1,1
12713,CUVAWetlnd2009Aug06,CUVAWetlnd128,Brassicaceae,2,1
12714,CUVAWetlnd2009Aug06,CUVAWetlnd128,Cephalanthus occidentalis,3,1
12715,CUVAWetlnd2009Aug06,CUVAWetlnd128,Monocot sp.,2,1
12719,CUVAWetlnd2009Jul21,CUVAWetlnd130,Carex sp.,8,1
12720,CUVAWetlnd2009Jul21,CUVAWetlnd130,Carex lurida,8,1
12721,CUVAWetlnd2011Aug09,CUVAWetlnd135,Parthenocissus quinquefolia,6,4
12722,CUVAWetlnd2011Jul19,CUVAWetlnd136,Fraxinus americana,8,1
12723,CUVAWetlnd2011Jul19,CUVAWetlnd136,Aster sp. 2,3,2
12724,CUVAWetlnd2011Sep26,CUVAWetlnd137,Salix discolor,4,2
12725,CUVAWetlnd2011Sep19,CUVAWetlnd138,Quercus bicolor,2,1
12726,CUVAWetlnd2011Sep19,CUVAWetlnd138,Quercus bicolor,3,1
12727,CUVAWetlnd2008Sep10,CUVAWetlnd141,Aster vimineus,9,1
12728,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha x glauca,7,7
12729,CUVAWetlnd2008Jul30,CUVAWetlnd144,Phalaris arundinacea,7,8
12730,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha latifolia,7,1
12731,CUVAWetlnd2014Jul31,CUVAWetlnd155,Carex seorsa,9,3
12732,CUVAWetlnd2014Aug21,CUVAWetlnd156,Lysimachia nummularia,2,5
12733,CUVAWetlnd2015Jun18,CUVAWetlnd173,Glyceria striata,2,7
12734,CUVAWetlnd2015Jun18,CUVAWetlnd173,Glyceria striata,3,8
12735,CUVAWetlnd2015Jun18,CUVAWetlnd173,Glyceria striata,4,8
12736,CUVAWetlnd2015Jun18,CUVAWetlnd173,Carex stipata,1,6
12737,CUVAWetlnd2015Jun18,CUVAWetlnd173,Carex stipata,2,4
12738,CUVAWetlnd2015Jun18,CUVAWetlnd173,Carex stipata,3,4
12739,CUVAWetlnd2015Jun18,CUVAWetlnd173,Rosa multiflora,1,6
12740,CUVAWetlnd2015Jun18,CUVAWetlnd173,Rosa multiflora,2,7
12741,CUVAWetlnd2015Jun18,CUVAWetlnd173,Rosa multiflora,3,6
12742,CUVAWetlnd2015Jun18,CUVAWetlnd173,Rosa multiflora,4,7
12743,CUVAWetlnd2015Jun18,CUVAWetlnd173,Agrostis stolonifera,1,7
12744,CUVAWetlnd2015Jun18,CUVAWetlnd173,Agrostis stolonifera,2,5
12745,CUVAWetlnd2015Jun18,CUVAWetlnd173,Agrostis stolonifera,3,5
12746,CUVAWetlnd2015Jun18,CUVAWetlnd173,Agrostis stolonifera,4,6
12747,CUVAWetlnd2015Jun18,CUVAWetlnd173,Clematis virginiana,1,2
12748,CUVAWetlnd2015Jun18,CUVAWetlnd173,Clematis virginiana,2,3
12749,CUVAWetlnd2015Jun18,CUVAWetlnd173,Clematis virginiana,3,2
12750,CUVAWetlnd2015Jun18,CUVAWetlnd173,Clematis virginiana,4,2
12751,CUVAWetlnd2015Jun18,CUVAWetlnd173,Impatiens capensis,1,6
12752,CUVAWetlnd2015Jun18,CUVAWetlnd173,Impatiens capensis,2,7
